"","x","y","NDVI","month","year","site","cell","ID"
"1",NA,NA,NA,NA,NA,NA,NA,"NA_NA"
"2",474840,4077120,0.235294118523598,"08","2012","NoName_Creek",48615835,"474840_4077120"
"3",474870,4077120,0.25,"08","2012","NoName_Creek",48615836,"474870_4077120"
"4",474900,4077120,0.232323229312897,"08","2012","NoName_Creek",48615837,"474900_4077120"
"5",474810,4077090,0.207547172904015,"08","2012","NoName_Creek",48623955,"474810_4077090"
"6",474840,4077090,0.207920789718628,"08","2012","NoName_Creek",48623956,"474840_4077090"
"7",474870,4077090,0.188118815422058,"08","2012","NoName_Creek",48623957,"474870_4077090"
"8",474900,4077090,0.204081639647484,"08","2012","NoName_Creek",48623958,"474900_4077090"
"9",474810,4077060,0.191919192671776,"08","2012","NoName_Creek",48632076,"474810_4077060"
"10",474840,4077060,0.200000002980232,"08","2012","NoName_Creek",48632077,"474840_4077060"
"11",474870,4077060,0.1875,"08","2012","NoName_Creek",48632078,"474870_4077060"
"12",474900,4077060,0.1875,"08","2012","NoName_Creek",48632079,"474900_4077060"
"13",474930,4077060,0.221052631735802,"08","2012","NoName_Creek",48632080,"474930_4077060"
"14",475380,4077060,0.185840710997581,"08","2012","NoName_Creek",48632095,"475380_4077060"
"15",475410,4077060,0.196428567171097,"08","2012","NoName_Creek",48632096,"475410_4077060"
"16",475440,4077060,0.210526317358017,"08","2012","NoName_Creek",48632097,"475440_4077060"
"17",474840,4077030,0.222222223877907,"08","2012","NoName_Creek",48640198,"474840_4077030"
"18",474870,4077030,0.1875,"08","2012","NoName_Creek",48640199,"474870_4077030"
"19",474900,4077030,0.156862750649452,"08","2012","NoName_Creek",48640200,"474900_4077030"
"20",474930,4077030,0.18095238506794,"08","2012","NoName_Creek",48640201,"474930_4077030"
"21",475380,4077030,0.214285716414452,"08","2012","NoName_Creek",48640216,"475380_4077030"
"22",475410,4077030,0.189655169844627,"08","2012","NoName_Creek",48640217,"475410_4077030"
"23",475440,4077030,0.238938048481941,"08","2012","NoName_Creek",48640218,"475440_4077030"
"24",475470,4077030,0.297297298908234,"08","2012","NoName_Creek",48640219,"475470_4077030"
"25",474600,4077000,0.119266055524349,"08","2012","NoName_Creek",48648311,"474600_4077000"
"26",474630,4077000,0.120689652860165,"08","2012","NoName_Creek",48648312,"474630_4077000"
"27",474660,4077000,0.130434781312943,"08","2012","NoName_Creek",48648313,"474660_4077000"
"28",474840,4077000,0.22916667163372,"08","2012","NoName_Creek",48648319,"474840_4077000"
"29",474870,4077000,0.196078434586525,"08","2012","NoName_Creek",48648320,"474870_4077000"
"30",474900,4077000,0.173076927661896,"08","2012","NoName_Creek",48648321,"474900_4077000"
"31",474930,4077000,0.219999998807907,"08","2012","NoName_Creek",48648322,"474930_4077000"
"32",475350,4077000,0.192660555243492,"08","2012","NoName_Creek",48648336,"475350_4077000"
"33",475380,4077000,0.214285716414452,"08","2012","NoName_Creek",48648337,"475380_4077000"
"34",475410,4077000,0.234782606363297,"08","2012","NoName_Creek",48648338,"475410_4077000"
"35",475440,4077000,0.292035400867462,"08","2012","NoName_Creek",48648339,"475440_4077000"
"36",474570,4076970,0.115044251084328,"08","2012","NoName_Creek",48656431,"474570_4076970"
"37",474600,4076970,0.115044251084328,"08","2012","NoName_Creek",48656432,"474600_4076970"
"38",474630,4076970,0.135135129094124,"08","2012","NoName_Creek",48656433,"474630_4076970"
"39",474660,4076970,0.161904767155647,"08","2012","NoName_Creek",48656434,"474660_4076970"
"40",474840,4076970,0.15887850522995,"08","2012","NoName_Creek",48656440,"474840_4076970"
"41",474870,4076970,0.207920789718628,"08","2012","NoName_Creek",48656441,"474870_4076970"
"42",474900,4076970,0.216494843363762,"08","2012","NoName_Creek",48656442,"474900_4076970"
"43",474930,4076970,0.204081639647484,"08","2012","NoName_Creek",48656443,"474930_4076970"
"44",475350,4076970,0.203703701496124,"08","2012","NoName_Creek",48656457,"475350_4076970"
"45",475380,4076970,0.240740746259689,"08","2012","NoName_Creek",48656458,"475380_4076970"
"46",475410,4076970,0.241379305720329,"08","2012","NoName_Creek",48656459,"475410_4076970"
"47",475440,4076970,0.234782606363297,"08","2012","NoName_Creek",48656460,"475440_4076970"
